epoch,train_losses,test_losses,train_accuracies,test_accuracies,test_f1s,train_f1s,train_roc_aucs,test_roc_aucs
0,6.384232751528422,0.6013285994529725,0.7026041746139526,0.6796875,0.7688838839530945,0.8170458078384399,0.5242924690246582,0.7760308980941772
1,0.7782546997070312,0.48264430165290834,0.7083333134651184,0.7906249761581421,0.8830715417861938,0.8222222328186035,0.6055171489715576,0.7863547801971436
2,0.5702821830908458,0.47185454368591306,0.7588541507720947,0.7906249761581421,0.8830715417861938,0.8597394824028015,0.6447672843933105,0.7508112192153931
3,0.5268961191177368,0.5057850480079651,0.7864583134651184,0.792187511920929,0.8836395740509033,0.8794117569923401,0.6414279937744141,0.8303639888763428
4,0.505599707365036,0.4516063332557678,0.7890625,0.7906249761581421,0.8830715417861938,0.8812664747238159,0.6760715246200562,0.8006607294082642
5,0.5140744010607402,0.4752616107463837,0.7885416746139526,0.7906249761581421,0.8830715417861938,0.8810082077980042,0.6525613069534302,0.8249366283416748
6,0.4966488003730774,0.4640718877315521,0.7911458611488342,0.7906249761581421,0.882867157459259,0.8823011517524719,0.6679868698120117,0.8368974924087524
7,0.5028108656406403,0.49413140416145324,0.7885416746139526,0.793749988079071,0.8844133019447327,0.8814252614974976,0.6689891219139099,0.8290218710899353
8,0.4948273758093516,0.43859716057777404,0.7890625,0.7890625,0.8818897604942322,0.8814749717712402,0.6709411144256592,0.837620198726654
9,0.485603932539622,0.45388758182525635,0.7984374761581421,0.846875011920929,0.9107468128204346,0.8850609064102173,0.6912376880645752,0.8482390642166138
10,0.4700468182563782,0.4698170363903046,0.8026041388511658,0.828125,0.9010791182518005,0.8885622024536133,0.71784907579422,0.8400684595108032
11,0.47130791544914247,0.43878121972084044,0.796875,0.8531249761581421,0.9137614965438843,0.8851590156555176,0.7177833914756775,0.8487404584884644
12,0.46629026929537454,0.44445709586143495,0.8041666746139526,0.8578125238418579,0.9151910543441772,0.8884273171424866,0.7227882146835327,0.8495811223983765
13,0.4485885500907898,0.4352609097957611,0.8067708611488342,0.8578125238418579,0.9155060648918152,0.8899436593055725,0.7475534677505493,0.8529437780380249
14,0.4607971707979838,0.4388235151767731,0.8010416626930237,0.864062488079071,0.9192200303077698,0.8868483304977417,0.7305313348770142,0.8588136434555054
15,0.45122944315274555,0.4268151044845581,0.8088541626930237,0.862500011920929,0.9182156324386597,0.8913236856460571,0.7418664693832397,0.8550970554351807
16,0.4451769431432088,0.42944252490997314,0.8135416507720947,0.8671875,0.9200376272201538,0.8938315510749817,0.7439473867416382,0.8541973829269409
17,0.4475364645322164,0.41943896412849424,0.8052083253860474,0.8671875,0.920187771320343,0.8886241912841797,0.7492000460624695,0.8575452566146851
18,0.44515637755393983,0.42363057732582093,0.8083333373069763,0.871874988079071,0.9227871894836426,0.8906064033508301,0.7482799291610718,0.8553772568702698
19,0.45192166169484455,0.42845014929771424,0.8036458492279053,0.8671875,0.9204864501953125,0.8885604739189148,0.7360219955444336,0.853821337223053
20,0.4408922592798869,0.42534459829330445,0.8067708611488342,0.871874988079071,0.9229323267936707,0.8903988003730774,0.7578125,0.8623679876327515
21,0.43690087596575417,0.4192003309726715,0.7989583611488342,0.870312511920929,0.9220657348632812,0.8855278491973877,0.7678737640380859,0.8645064830780029
