epoch,train_losses,test_losses,train_accuracies,test_accuracies,test_f1s,train_f1s,train_roc_aucs,test_roc_aucs
0,0.26007083654403684,0.21170034110546113,0.629687488079071,0.793749988079071,0.8546255230903625,0.7188612222671509,0.7517759203910828,0.9050203561782837
1,0.22453885475794474,0.18711742162704467,0.7651041746139526,0.745312511920929,0.8119953870773315,0.8377113938331604,0.8390265107154846,0.9112589359283447
2,0.20786273380120596,0.16932210624217986,0.734375,0.7984374761581421,0.8577728867530823,0.8091317415237427,0.8546597957611084,0.9173352718353271
3,0.19642933507760366,0.16375018358230592,0.7755208611488342,0.7890625,0.8498331308364868,0.8440101146697998,0.867057204246521,0.9214352965354919
4,0.19233578443527222,0.16241613924503326,0.7833333611488342,0.778124988079071,0.8404494524002075,0.85014408826828,0.8698604106903076,0.9249897003173828
5,0.1868880162636439,0.15312543958425523,0.78125,0.8062499761581421,0.8637362718582153,0.848703145980835,0.8772703409194946,0.928131103515625
6,0.18124783535798392,0.1512248545885086,0.7973958253860474,0.8031250238418579,0.860927164554596,0.8604233860969543,0.8867002725601196,0.9312725067138672
7,0.18320588568846385,0.15010064393281936,0.7947916388511658,0.7906249761581421,0.8504464030265808,0.859386146068573,0.8813163042068481,0.9352250099182129
8,0.1788716067870458,0.14299861788749696,0.7734375,0.823437511920929,0.8767721056938171,0.8404840230941772,0.8890602588653564,0.9378798007965088
9,0.17490759392579397,0.14125585108995437,0.8026041388511658,0.8140624761581421,0.8693743348121643,0.8647876977920532,0.8937137126922607,0.9397822618484497
10,0.17391546567281088,0.1404263287782669,0.7989583611488342,0.8062499761581421,0.8628318309783936,0.8615494966506958,0.8933845162391663,0.942613959312439
11,0.17178775469462076,0.135361185669899,0.7895833253860474,0.823437511920929,0.8767721056938171,0.8530908823013306,0.8964028358459473,0.9441773891448975
12,0.167892857392629,0.13522939383983612,0.8036458492279053,0.8187500238418579,0.8730853199958801,0.8651162981987,0.9017441272735596,0.9450032711029053
13,0.1669397716720899,0.13808488547801973,0.807812511920929,0.807812511920929,0.8637873530387878,0.8687300086021423,0.9020708799362183,0.9448557496070862
14,0.1640657126903534,0.12907564342021943,0.8046875,0.840624988079071,0.8903225660324097,0.8645720481872559,0.9049118757247925,0.9463011026382446
15,0.1653937021891276,0.13639059215784072,0.8104166388511658,0.8125,0.8672566413879395,0.8708303570747375,0.9019296765327454,0.9469648003578186
16,0.16974855860074362,0.12829450070858,0.7869791388511658,0.8374999761581421,0.887445867061615,0.8513267636299133,0.8959710597991943,0.948823094367981
17,0.16284684936205546,0.1344679430127144,0.809374988079071,0.817187488079071,0.870718240737915,0.8687230944633484,0.9056933522224426,0.9489410519599915
18,0.16210065186023712,0.1305083692073822,0.8182291388511658,0.8265625238418579,0.8784227967262268,0.8765475749969482,0.9075188636779785,0.948823094367981
19,0.16034192144870757,0.12960181385278702,0.7979166507720947,0.823437511920929,0.8759604692459106,0.8591139912605286,0.9087362289428711,0.9503716230392456
20,0.1572009190917015,0.1293529361486435,0.8208333253860474,0.8203125,0.8734873533248901,0.8780142068862915,0.9125064611434937,0.9510648250579834
