epoch,train_losses,test_losses,train_accuracies,test_accuracies,test_f1s,train_f1s,train_roc_aucs,test_roc_aucs
0,0.06975690722465515,0.06270112283527851,0.6970587968826294,0.7237805128097534,0.0,0.16169288754463196,0.559343159198761,0.7348464131355286
1,0.05225555449724197,0.046186176128685474,0.7396078705787659,0.7859756350517273,0.3958691954612732,0.07777778059244156,0.7388560771942139,0.8177962303161621
2,0.0445956464856863,0.04018036648631096,0.7837255001068115,0.7896341681480408,0.41025641560554504,0.38276439905166626,0.8291498422622681,0.8724966049194336
3,0.040871063619852065,0.039137935265898705,0.7831372618675232,0.795121967792511,0.4285714328289032,0.36069363355636597,0.8568331003189087,0.8881759643554688
4,0.039435730502009395,0.03684917185455561,0.7988235354423523,0.8195121884346008,0.5389407873153687,0.4362637400627136,0.86643385887146,0.8988639116287231
5,0.03738091625273228,0.035231259651482105,0.8094117641448975,0.8207316994667053,0.5377358198165894,0.4768568277359009,0.8858609199523926,0.9107568860054016
6,0.03619229309260845,0.034665362909436226,0.8109803795814514,0.8268292546272278,0.5644171833992004,0.4920969307422638,0.8964934349060059,0.9135316014289856
7,0.03603280149400234,0.03395576775074005,0.8194117546081543,0.8341463208198547,0.5915915966033936,0.5215584635734558,0.8943498134613037,0.9169516563415527
8,0.034864841401576994,0.03325565904378891,0.8245097994804382,0.8359755873680115,0.597907304763794,0.5468354225158691,0.9023710489273071,0.9215545058250427
9,0.035260810144245626,0.032925859559327364,0.8219608068466187,0.8365853428840637,0.6000000238418579,0.533880889415741,0.899970531463623,0.9217163324356079
10,0.03375723101198673,0.03278411366045475,0.8276470303535461,0.8408536314964294,0.61561119556427,0.5513016581535339,0.911833643913269,0.9225606322288513
11,0.03428716715425253,0.03258513566106558,0.8296078443527222,0.8408536314964294,0.61561119556427,0.5635359287261963,0.9055616855621338,0.924033522605896
12,0.03278872035443783,0.03193774772807956,0.8315685987472534,0.8451219797134399,0.6308139562606812,0.5745418667793274,0.9176467657089233,0.9271857738494873
13,0.03293091561645269,0.03214640822261572,0.8331372737884521,0.8475610017776489,0.6366279125213623,0.5742871165275574,0.91612309217453,0.9262354373931885
14,0.03224740233272314,0.03137140069156885,0.8352941274642944,0.8475610017776489,0.6366279125213623,0.5874263048171997,0.9202649593353271,0.9300739765167236
15,0.032147649489343164,0.03128983452916145,0.8403921723365784,0.8500000238418579,0.6445086598396301,0.5990147590637207,0.9189578294754028,0.9307434558868408
16,0.032185586728155614,0.030850159004330635,0.8417646884918213,0.8530488014221191,0.6571835279464722,0.6061493158340454,0.9202666282653809,0.9318630695343018
17,0.03229260891675949,0.030856299679726362,0.8390195965766907,0.8512195348739624,0.6484149694442749,0.5989252328872681,0.9189813733100891,0.9327947497367859
18,0.03164143748581409,0.030651257373392582,0.8403921723365784,0.8542683124542236,0.6580829620361328,0.6017612814903259,0.9231327772140503,0.9334716796875
19,0.03169550076127052,0.030447680968791246,0.843137264251709,0.8518292903900146,0.6523604989051819,0.613152801990509,0.9240888953208923,0.9349743127822876
20,0.031242921575903894,0.03051904123276472,0.83980393409729,0.8530488014221191,0.6552217602729797,0.6008793115615845,0.9248524308204651,0.9348348379135132
